Student with hard logits approach
Step 49225: loss = 2.57450
Step 49230: loss = 2.81581
Step 49235: loss = 2.82960
Step 49240: loss = 3.03986
Step 49245: loss = 2.81939
Step 49250: loss = 2.96109
Step 49255: loss = 2.96174
Step 49260: loss = 2.95133
Step 49265: loss = 2.77123
Step 49270: loss = 2.80475
Step 49275: loss = 2.68710
Step 49280: loss = 2.93831
Step 49285: loss = 2.81504
Step 49290: loss = 2.99295
Step 49295: loss = 2.69846
Step 49300: loss = 2.51356
Step 49305: loss = 2.61782
Step 49310: loss = 2.79740
Step 49315: loss = 2.70619
Step 49320: loss = 2.82506
Step 49325: loss = 2.88849
Step 49330: loss = 2.80280
Step 49335: loss = 2.92155
Step 49340: loss = 2.90249
Step 49345: loss = 2.78438
Step 49350: loss = 2.78433
Step 49355: loss = 2.82785
Step 49360: loss = 2.79455
Step 49365: loss = 2.69794
Step 49370: loss = 2.80451
Step 49375: loss = 2.57183
Step 49380: loss = 2.80750
Step 49385: loss = 3.05167
Step 49390: loss = 2.73077
Step 49395: loss = 2.66983
Step 49400: loss = 2.99410
Step 49405: loss = 2.92149
Step 49410: loss = 2.94174
Step 49415: loss = 2.73579
Step 49420: loss = 3.23078
Step 49425: loss = 2.81089
Step 49430: loss = 2.77746
Step 49435: loss = 2.78797
Step 49440: loss = 2.98805
Step 49445: loss = 2.77462
Step 49450: loss = 2.61010
Step 49455: loss = 2.79619
Step 49460: loss = 2.87518
Step 49465: loss = 2.69887
Step 49470: loss = 2.84121
Step 49475: loss = 2.92370
Step 49480: loss = 2.69343
Step 49485: loss = 2.66806
Step 49490: loss = 2.64899
Step 49495: loss = 2.87364
Step 49500: loss = 2.98040
Step 49505: loss = 2.83168
Step 49510: loss = 2.68229
Step 49515: loss = 2.96076
Step 49520: loss = 2.95485
Step 49525: loss = 2.72853
Step 49530: loss = 2.68338
Training Data Eval:
  Num examples: 49920, Num correct: 6681, Precision @ 1: 0.1338
('Testing Data Eval: EPOCH->', 128)
  Num examples: 9984, Num correct: 1372, Precision @ 1: 0.1374
Step 49535: loss = 2.55111
Step 49540: loss = 2.70127
Step 49545: loss = 2.85995
Step 49550: loss = 2.84394
Step 49555: loss = 2.86014
Step 49560: loss = 2.78301
Step 49565: loss = 2.61384
Step 49570: loss = 2.77308
Step 49575: loss = 2.69932
Step 49580: loss = 2.62990
Step 49585: loss = 2.68022
Step 49590: loss = 2.72677
Step 49595: loss = 2.67051
Step 49600: loss = 2.63639
Step 49605: loss = 2.92192
Step 49610: loss = 2.90259
Step 49615: loss = 2.92019
Step 49620: loss = 2.67900
Step 49625: loss = 2.88115
Step 49630: loss = 3.07508
Step 49635: loss = 2.77104
Step 49640: loss = 2.97951
Step 49645: loss = 2.90327
Step 49650: loss = 2.68787
Step 49655: loss = 2.85178
Step 49660: loss = 2.81137
Step 49665: loss = 2.75269
Step 49670: loss = 2.83770
Step 49675: loss = 2.71137
Step 49680: loss = 2.56693
Step 49685: loss = 2.80144
Step 49690: loss = 3.14189
Step 49695: loss = 3.00139
Step 49700: loss = 2.71289
Step 49705: loss = 2.85563
Step 49710: loss = 3.17684
Step 49715: loss = 2.82485
Step 49720: loss = 2.83025
Step 49725: loss = 2.79561
Step 49730: loss = 2.83074
Step 49735: loss = 2.91135
Step 49740: loss = 2.92402
Step 49745: loss = 2.65153
Step 49750: loss = 3.01512
Step 49755: loss = 2.94105
Step 49760: loss = 2.84503
Step 49765: loss = 2.75615
Step 49770: loss = 2.84303
Step 49775: loss = 2.66477
Step 49780: loss = 2.79132
Step 49785: loss = 2.82583
Step 49790: loss = 2.69733
Step 49795: loss = 2.76878
Step 49800: loss = 2.93595
Step 49805: loss = 2.69792
Step 49810: loss = 2.92459
Step 49815: loss = 2.50541
Step 49820: loss = 2.93477
Step 49825: loss = 2.92547
Step 49830: loss = 2.77654
Step 49835: loss = 2.87525
Step 49840: loss = 2.76378
Step 49845: loss = 2.75811
Step 49850: loss = 2.58366
Step 49855: loss = 2.81308
Step 49860: loss = 2.99314
Step 49865: loss = 2.49866
Step 49870: loss = 2.85117
Step 49875: loss = 2.81435
Step 49880: loss = 2.89653
Step 49885: loss = 2.62574
Step 49890: loss = 2.76371
Step 49895: loss = 3.07776
Step 49900: loss = 2.94416
Step 49905: loss = 2.87403
Step 49910: loss = 3.01856
Step 49915: loss = 2.85573
Step 49920: loss = 2.56479
Training Data Eval:
  Num examples: 49920, Num correct: 6651, Precision @ 1: 0.1332
('Testing Data Eval: EPOCH->', 129)
  Num examples: 9984, Num correct: 1246, Precision @ 1: 0.1248
Step 49925: loss = 2.84967
Step 49930: loss = 2.77000
Step 49935: loss = 3.04076
Step 49940: loss = 2.95885
Step 49945: loss = 3.04508
Step 49950: loss = 2.80921
Step 49955: loss = 2.91024
Step 49960: loss = 2.94583
Step 49965: loss = 2.81304
Step 49970: loss = 2.73653
Step 49975: loss = 2.86696
Step 49980: loss = 2.79213
Step 49985: loss = 2.88915
Step 49990: loss = 2.97622
Step 49995: loss = 2.98634
Step 50000: loss = 2.89252
Step 50005: loss = 2.77223
Step 50010: loss = 2.81611
Step 50015: loss = 2.53388
Step 50020: loss = 2.81848
Step 50025: loss = 2.80753
Step 50030: loss = 2.76473
Step 50035: loss = 2.81627
Step 50040: loss = 2.86471
Step 50045: loss = 2.68124
Step 50050: loss = 2.75884
Step 50055: loss = 2.92637
Step 50060: loss = 2.86927
Step 50065: loss = 2.73556
Step 50070: loss = 2.69307
Step 50075: loss = 2.96513
Step 50080: loss = 2.75845
Step 50085: loss = 2.83165
Step 50090: loss = 2.76531
Step 50095: loss = 2.83679
Step 50100: loss = 2.72436
Step 50105: loss = 2.73748
Step 50110: loss = 2.83623
Step 50115: loss = 2.61511
Step 50120: loss = 2.56863
Step 50125: loss = 2.74001
Step 50130: loss = 2.94761
Step 50135: loss = 2.69845
Step 50140: loss = 2.66540
Step 50145: loss = 2.71668
Step 50150: loss = 2.72630
Step 50155: loss = 2.59503
Step 50160: loss = 2.87221
Step 50165: loss = 2.74935
Step 50170: loss = 2.77519
Step 50175: loss = 2.66009
Step 50180: loss = 2.69793
Step 50185: loss = 3.04257
Step 50190: loss = 2.74478
Step 50195: loss = 2.78076
Step 50200: loss = 2.87018
Step 50205: loss = 2.84030
Step 50210: loss = 2.82797
Step 50215: loss = 3.01926
Step 50220: loss = 2.73941
Step 50225: loss = 2.86583
Step 50230: loss = 2.77914
Step 50235: loss = 2.76928
Step 50240: loss = 2.50370
Step 50245: loss = 2.95416
Step 50250: loss = 2.76840
Step 50255: loss = 2.79028
Step 50260: loss = 2.85147
Step 50265: loss = 3.03421
Step 50270: loss = 2.90342
Step 50275: loss = 2.98998
Step 50280: loss = 3.01417
Step 50285: loss = 2.73394
Step 50290: loss = 2.59518
Step 50295: loss = 2.71370
Step 50300: loss = 2.70583
Step 50305: loss = 2.79378
Step 50310: loss = 2.61574
Training Data Eval:
  Num examples: 49920, Num correct: 6661, Precision @ 1: 0.1334
('Testing Data Eval: EPOCH->', 130)
  Num examples: 9984, Num correct: 1355, Precision @ 1: 0.1357
Step 50315: loss = 2.64029
Step 50320: loss = 3.11172
Step 50325: loss = 2.83350
Step 50330: loss = 2.68225
Step 50335: loss = 2.77483
Step 50340: loss = 2.80993
Step 50345: loss = 2.69244
Step 50350: loss = 2.85878
Step 50355: loss = 2.67132
Step 50360: loss = 2.96519
Step 50365: loss = 2.89623
Step 50370: loss = 2.90446
Step 50375: loss = 2.74028
Step 50380: loss = 2.84728
Step 50385: loss = 2.70110
Step 50390: loss = 2.71850
Step 50395: loss = 2.82711
Step 50400: loss = 2.80016
Step 50405: loss = 2.97869
Step 50410: loss = 2.94658
Step 50415: loss = 2.76972
Step 50420: loss = 2.86776
Step 50425: loss = 2.94731
Step 50430: loss = 2.86106
Step 50435: loss = 2.66206
Step 50440: loss = 2.76126
Step 50445: loss = 2.77515
Step 50450: loss = 2.77178
Step 50455: loss = 2.81499
Step 50460: loss = 2.83245
Step 50465: loss = 2.79870
Step 50470: loss = 2.85093
Step 50475: loss = 2.96225
Step 50480: loss = 2.64794
Step 50485: loss = 2.94919
Step 50490: loss = 2.71040
Step 50495: loss = 2.82287
Step 50500: loss = 2.76427
Step 50505: loss = 2.81933
Step 50510: loss = 2.72583
Step 50515: loss = 3.01854
Step 50520: loss = 2.90188
Step 50525: loss = 2.80726
Step 50530: loss = 2.73341
Step 50535: loss = 2.62434
Step 50540: loss = 2.59994
Step 50545: loss = 2.87531
Step 50550: loss = 2.76076
Step 50555: loss = 2.98948
Step 50560: loss = 2.72143
Step 50565: loss = 2.91449
Step 50570: loss = 2.94914
Step 50575: loss = 2.66219
Step 50580: loss = 2.71332
Step 50585: loss = 2.73013
Step 50590: loss = 2.74220
Step 50595: loss = 2.76811
Step 50600: loss = 2.98263
Step 50605: loss = 2.79781
Step 50610: loss = 2.97112
Step 50615: loss = 2.84115
Step 50620: loss = 2.97410
Step 50625: loss = 2.91408
Step 50630: loss = 2.85923
Step 50635: loss = 2.87497
Step 50640: loss = 2.93473
Step 50645: loss = 2.84213
Step 50650: loss = 2.83957
Step 50655: loss = 2.73134
Step 50660: loss = 2.79793
Step 50665: loss = 2.68734
Step 50670: loss = 2.62321
Step 50675: loss = 2.78478
Step 50680: loss = 2.81109
Step 50685: loss = 2.82510
Step 50690: loss = 2.69834
Step 50695: loss = 2.58257
Step 50700: loss = 2.74173
Training Data Eval:
  Num examples: 49920, Num correct: 6586, Precision @ 1: 0.1319
('Testing Data Eval: EPOCH->', 131)
  Num examples: 9984, Num correct: 1393, Precision @ 1: 0.1395
Step 50705: loss = 2.76954
Step 50710: loss = 2.85457
Step 50715: loss = 2.68906
Step 50720: loss = 2.70584
Step 50725: loss = 3.10092
Step 50730: loss = 2.93577
Step 50735: loss = 2.82094
Step 50740: loss = 2.79510
Step 50745: loss = 2.67845
Step 50750: loss = 2.78959
Step 50755: loss = 2.90828
Step 50760: loss = 2.85084
Step 50765: loss = 3.05480
Step 50770: loss = 2.81156
Step 50775: loss = 2.59685
Step 50780: loss = 2.76187
Step 50785: loss = 3.03324
Step 50790: loss = 2.88105
Step 50795: loss = 2.94873
Step 50800: loss = 2.83980
Step 50805: loss = 2.92010
Step 50810: loss = 2.74486
Step 50815: loss = 2.75240
Step 50820: loss = 2.79037
Step 50825: loss = 2.48236
Step 50830: loss = 2.96468
Step 50835: loss = 2.73999
Step 50840: loss = 2.80488
Step 50845: loss = 2.80513
Step 50850: loss = 2.87176
Step 50855: loss = 2.85231
Step 50860: loss = 2.90459
Step 50865: loss = 2.91470
Step 50870: loss = 2.83686
Step 50875: loss = 2.97384
Step 50880: loss = 2.89907
Step 50885: loss = 2.62100
Step 50890: loss = 2.70547
Step 50895: loss = 2.88233
Step 50900: loss = 2.96933
Step 50905: loss = 2.69736
Step 50910: loss = 2.71490
Step 50915: loss = 2.64331
Step 50920: loss = 2.77132
Step 50925: loss = 2.76226
Step 50930: loss = 2.87784
Step 50935: loss = 2.79412
Step 50940: loss = 2.95552
Step 50945: loss = 2.81186
Step 50950: loss = 2.55944
Step 50955: loss = 2.66944
Step 50960: loss = 2.67128
Step 50965: loss = 2.65668
Step 50970: loss = 2.80944
Step 50975: loss = 2.69421
Step 50980: loss = 2.96320
Step 50985: loss = 2.90057
Step 50990: loss = 2.86941
Step 50995: loss = 2.87631
Step 51000: loss = 2.92554
Step 51005: loss = 2.82177
Step 51010: loss = 2.84909
Step 51015: loss = 2.62305
Step 51020: loss = 2.67931
Step 51025: loss = 2.55780
Step 51030: loss = 2.54504
Step 51035: loss = 2.71342
Step 51040: loss = 2.76697
Step 51045: loss = 2.75860
Step 51050: loss = 2.81362
Step 51055: loss = 2.79707
Step 51060: loss = 2.92514
Step 51065: loss = 2.85944
Step 51070: loss = 2.46004
Step 51075: loss = 2.70400
Step 51080: loss = 2.84621
Step 51085: loss = 2.82818
Step 51090: loss = 2.89854
Training Data Eval:
  Num examples: 49920, Num correct: 6758, Precision @ 1: 0.1354
('Testing Data Eval: EPOCH->', 132)
  Num examples: 9984, Num correct: 1303, Precision @ 1: 0.1305
Step 51095: loss = 2.70848
Step 51100: loss = 2.75350
Step 51105: loss = 2.92360
Step 51110: loss = 2.72983
Step 51115: loss = 2.85322
Step 51120: loss = 2.80416
Step 51125: loss = 2.74864
Step 51130: loss = 2.83558
Step 51135: loss = 2.88939
Step 51140: loss = 3.05515
Step 51145: loss = 2.73001
Step 51150: loss = 2.78273
Step 51155: loss = 2.68462
Step 51160: loss = 2.89060
Step 51165: loss = 2.83210
Step 51170: loss = 2.71406
Step 51175: loss = 2.74129
Step 51180: loss = 2.76787
Step 51185: loss = 2.87090
Step 51190: loss = 2.81551
Step 51195: loss = 2.80390
Step 51200: loss = 2.85446
Step 51205: loss = 2.69210
Step 51210: loss = 2.97453
Step 51215: loss = 2.79953
Step 51220: loss = 2.58930
Step 51225: loss = 2.74339
Step 51230: loss = 2.82474
Step 51235: loss = 2.98244
Step 51240: loss = 2.71548
Step 51245: loss = 2.63621
Step 51250: loss = 2.56842
Step 51255: loss = 2.96028
Step 51260: loss = 2.79606
Step 51265: loss = 2.86815
Step 51270: loss = 2.99489
Step 51275: loss = 2.95094
Step 51280: loss = 2.77283
Step 51285: loss = 2.95897
Step 51290: loss = 2.87490
Step 51295: loss = 2.88046
Step 51300: loss = 2.67212
Step 51305: loss = 2.71071
Step 51310: loss = 2.75029
Step 51315: loss = 2.81433
Step 51320: loss = 2.60623
Step 51325: loss = 2.88412
Step 51330: loss = 2.83084
Step 51335: loss = 2.75454
Step 51340: loss = 2.66911
Step 51345: loss = 2.93623
Step 51350: loss = 2.67966
Step 51355: loss = 2.77526
Step 51360: loss = 2.69974
Step 51365: loss = 2.95755
Step 51370: loss = 2.81050
Step 51375: loss = 2.78542
Step 51380: loss = 2.75831
Step 51385: loss = 2.78243
Step 51390: loss = 2.85405
Step 51395: loss = 2.74961
Step 51400: loss = 2.82725
Step 51405: loss = 2.82047
Step 51410: loss = 2.74042
Step 51415: loss = 2.87703
Step 51420: loss = 2.65452
Step 51425: loss = 2.67517
Step 51430: loss = 2.87405
Step 51435: loss = 2.88696
Step 51440: loss = 2.82122
Step 51445: loss = 2.72935
Step 51450: loss = 2.88597
Step 51455: loss = 2.82735
Step 51460: loss = 2.65259
Step 51465: loss = 2.86293
Step 51470: loss = 2.84075
Step 51475: loss = 2.76466
Step 51480: loss = 2.71720
Training Data Eval:
  Num examples: 49920, Num correct: 6877, Precision @ 1: 0.1378
('Testing Data Eval: EPOCH->', 133)
  Num examples: 9984, Num correct: 1414, Precision @ 1: 0.1416
Step 51485: loss = 2.66063
Step 51490: loss = 2.71430
Step 51495: loss = 2.65503
Step 51500: loss = 2.85904
Step 51505: loss = 2.74012
Step 51510: loss = 2.65585
Step 51515: loss = 2.76471
Step 51520: loss = 2.75443
Step 51525: loss = 2.75516
Step 51530: loss = 2.70197
Step 51535: loss = 3.07370
Step 51540: loss = 2.81128
Step 51545: loss = 2.85668
Step 51550: loss = 2.93718
Step 51555: loss = 2.73589
Step 51560: loss = 2.97416
Step 51565: loss = 2.95349
Step 51570: loss = 2.70289
Step 51575: loss = 3.06255
Step 51580: loss = 2.65255
Step 51585: loss = 2.62629
Step 51590: loss = 2.82955
Step 51595: loss = 2.83366
Step 51600: loss = 2.93089
Step 51605: loss = 2.62191
Step 51610: loss = 2.98048
Step 51615: loss = 2.68564
Step 51620: loss = 2.74745
Step 51625: loss = 2.90419
Step 51630: loss = 2.70637
Step 51635: loss = 2.82219
Step 51640: loss = 2.76534
Step 51645: loss = 2.82329
Step 51650: loss = 2.57541
Step 51655: loss = 2.65204
Step 51660: loss = 2.65528
Step 51665: loss = 2.89739
Step 51670: loss = 2.79324
Step 51675: loss = 2.89712
Step 51680: loss = 2.82677
Step 51685: loss = 2.77891
Step 51690: loss = 2.58198
Step 51695: loss = 2.48961
Step 51700: loss = 2.81045
Step 51705: loss = 2.98007
Step 51710: loss = 2.76130
Step 51715: loss = 2.90901
Step 51720: loss = 2.72626
Step 51725: loss = 2.74521
Step 51730: loss = 2.63674
Step 51735: loss = 2.77066
Step 51740: loss = 2.62000
Step 51745: loss = 2.71531
Step 51750: loss = 3.12635
Step 51755: loss = 2.90966
Step 51760: loss = 2.70452
Step 51765: loss = 2.74542
Step 51770: loss = 2.61991
Step 51775: loss = 2.86342
Step 51780: loss = 3.05592
Step 51785: loss = 2.59614
Step 51790: loss = 2.57677
Step 51795: loss = 2.83745
Step 51800: loss = 2.72287
Step 51805: loss = 2.89751
Step 51810: loss = 2.82953
Step 51815: loss = 2.86337
Step 51820: loss = 2.92484
Step 51825: loss = 2.96452
Step 51830: loss = 2.83978
Step 51835: loss = 2.69438
Step 51840: loss = 2.83284
Step 51845: loss = 2.92201
Step 51850: loss = 2.73895
Step 51855: loss = 3.00780
Step 51860: loss = 2.78307
Step 51865: loss = 2.78971
Step 51870: loss = 2.92029
Training Data Eval:
  Num examples: 49920, Num correct: 6823, Precision @ 1: 0.1367
('Testing Data Eval: EPOCH->', 134)
  Num examples: 9984, Num correct: 1374, Precision @ 1: 0.1376
Step 51875: loss = 2.95539
Step 51880: loss = 2.88273
Step 51885: loss = 2.80036
Step 51890: loss = 2.87523
Step 51895: loss = 3.02474
Step 51900: loss = 2.99183
Step 51905: loss = 2.70473
Step 51910: loss = 2.89399
Step 51915: loss = 2.77102
Step 51920: loss = 2.95850
Step 51925: loss = 2.79523
Step 51930: loss = 2.81782
Step 51935: loss = 2.98408
Step 51940: loss = 2.62473
Step 51945: loss = 2.79602
Step 51950: loss = 2.59832
Step 51955: loss = 2.92361
Step 51960: loss = 2.99897
Step 51965: loss = 2.74539
Step 51970: loss = 2.62902
Step 51975: loss = 2.65823
Step 51980: loss = 2.88339
Step 51985: loss = 2.64724
Step 51990: loss = 2.84147
Step 51995: loss = 2.74808
Step 52000: loss = 2.80747
Step 52005: loss = 2.75620
Step 52010: loss = 2.67383
Step 52015: loss = 2.76856
Step 52020: loss = 2.76146
Step 52025: loss = 2.96070
Step 52030: loss = 2.88791
Step 52035: loss = 2.89408
Step 52040: loss = 2.81723
Step 52045: loss = 2.83453
Step 52050: loss = 2.93319
Step 52055: loss = 2.95225
Step 52060: loss = 2.75000
Step 52065: loss = 2.68969
Step 52070: loss = 2.89908
Step 52075: loss = 2.79712
Step 52080: loss = 2.78023
Step 52085: loss = 2.72524
Step 52090: loss = 2.61070
Step 52095: loss = 2.71744
Step 52100: loss = 2.77506
Step 52105: loss = 2.84527
Step 52110: loss = 2.89066
Step 52115: loss = 2.82828
Step 52120: loss = 2.77661
Step 52125: loss = 2.65319
Step 52130: loss = 2.86935
Step 52135: loss = 2.80247
Step 52140: loss = 2.87594
Step 52145: loss = 2.92929
Step 52150: loss = 2.80386
Step 52155: loss = 2.64735
Step 52160: loss = 2.71761
Step 52165: loss = 2.94497
Step 52170: loss = 2.77454
Step 52175: loss = 2.80723
Step 52180: loss = 2.90229
Step 52185: loss = 2.46845
Step 52190: loss = 2.88425
Step 52195: loss = 2.70013
Step 52200: loss = 2.90509
Step 52205: loss = 2.62821
Step 52210: loss = 2.89402
Step 52215: loss = 2.83537
Step 52220: loss = 2.65839
Step 52225: loss = 2.89952
Step 52230: loss = 2.49574
Step 52235: loss = 2.86044
Step 52240: loss = 2.52368
Step 52245: loss = 2.75031
Step 52250: loss = 2.68111
Step 52255: loss = 3.08401
Step 52260: loss = 3.09124
Training Data Eval:
  Num examples: 49920, Num correct: 6879, Precision @ 1: 0.1378
('Testing Data Eval: EPOCH->', 135)
  Num examples: 9984, Num correct: 1365, Precision @ 1: 0.1367
Step 52265: loss = 2.78069
Step 52270: loss = 2.74686
Step 52275: loss = 2.93524
Step 52280: loss = 2.71774
Step 52285: loss = 2.93180
Step 52290: loss = 3.03422
Step 52295: loss = 2.92102
Step 52300: loss = 2.93894
Step 52305: loss = 2.88342
Step 52310: loss = 3.02794
Step 52315: loss = 2.81616
Step 52320: loss = 2.91594
Step 52325: loss = 2.82085
Step 52330: loss = 2.80183
Step 52335: loss = 2.66773
Step 52340: loss = 2.79110
Step 52345: loss = 2.66480
Step 52350: loss = 3.04949
Step 52355: loss = 2.53838
Step 52360: loss = 2.84721
Step 52365: loss = 2.67703
Step 52370: loss = 2.82931
Step 52375: loss = 2.71730
Step 52380: loss = 2.81312
Step 52385: loss = 2.84213
Step 52390: loss = 2.97818
Step 52395: loss = 2.73077
Step 52400: loss = 2.70275
Step 52405: loss = 2.94970
Step 52410: loss = 2.79043
Step 52415: loss = 2.85711
Step 52420: loss = 2.86637
Step 52425: loss = 2.96789
Step 52430: loss = 2.84051
Step 52435: loss = 2.81516
Step 52440: loss = 2.79952
Step 52445: loss = 2.78877
Step 52450: loss = 2.59505
Step 52455: loss = 2.81565
Step 52460: loss = 2.74611
Step 52465: loss = 2.94110
Step 52470: loss = 2.76764
Step 52475: loss = 2.82170
Step 52480: loss = 2.70135
Step 52485: loss = 2.76168
Step 52490: loss = 2.82675
Step 52495: loss = 2.70308
Step 52500: loss = 2.80940
Step 52505: loss = 2.72681
Step 52510: loss = 2.76085
Step 52515: loss = 2.64695
Step 52520: loss = 2.63872
Step 52525: loss = 3.15078
Step 52530: loss = 2.78443
Step 52535: loss = 2.61200
Step 52540: loss = 2.76600
Step 52545: loss = 2.70424
Step 52550: loss = 2.67659
Step 52555: loss = 2.73648
Step 52560: loss = 2.77087
Step 52565: loss = 3.06484
Step 52570: loss = 2.82574
Step 52575: loss = 2.75098
Step 52580: loss = 2.61996
Step 52585: loss = 2.82370
Step 52590: loss = 2.86119
Step 52595: loss = 2.75566
Step 52600: loss = 2.63663
Step 52605: loss = 2.86836
Step 52610: loss = 2.72616
Step 52615: loss = 2.82479
Step 52620: loss = 2.70272
Step 52625: loss = 2.85118
Step 52630: loss = 3.05220
Step 52635: loss = 2.94587
Step 52640: loss = 2.89382
Step 52645: loss = 2.92602
Step 52650: loss = 2.92609
Training Data Eval:
  Num examples: 49920, Num correct: 7134, Precision @ 1: 0.1429
('Testing Data Eval: EPOCH->', 136)
  Num examples: 9984, Num correct: 1418, Precision @ 1: 0.1420
Step 52655: loss = 2.55658
Step 52660: loss = 2.63389
Step 52665: loss = 2.72701
Step 52670: loss = 2.94061
Step 52675: loss = 2.86612
Step 52680: loss = 2.90888
Step 52685: loss = 2.91661
Step 52690: loss = 2.80346
Step 52695: loss = 2.74544
Step 52700: loss = 2.61836
Step 52705: loss = 2.97293
Step 52710: loss = 2.86499
Step 52715: loss = 2.73332
Step 52720: loss = 2.78228
Step 52725: loss = 2.81749
Step 52730: loss = 2.83443
Step 52735: loss = 2.80251
Step 52740: loss = 2.73112
Step 52745: loss = 2.60940
Step 52750: loss = 2.69216
Step 52755: loss = 2.85938
Step 52760: loss = 2.82045
Step 52765: loss = 3.00714
Step 52770: loss = 2.74177
Step 52775: loss = 2.91967
Step 52780: loss = 2.82817
Step 52785: loss = 2.94679
Step 52790: loss = 2.78147
Step 52795: loss = 2.88826
Step 52800: loss = 2.72404
Step 52805: loss = 2.83904
Step 52810: loss = 2.91344
Step 52815: loss = 3.04954
Step 52820: loss = 2.76640
Step 52825: loss = 2.63852
Step 52830: loss = 2.78037
Step 52835: loss = 2.66605
Step 52840: loss = 2.78401
Step 52845: loss = 2.83562
Step 52850: loss = 2.71380
Step 52855: loss = 2.73859
Step 52860: loss = 2.60202
Step 52865: loss = 2.77751
Step 52870: loss = 2.80738
Step 52875: loss = 2.97104
Step 52880: loss = 2.81367
Step 52885: loss = 2.81664
Step 52890: loss = 2.48068
Step 52895: loss = 2.80326
Step 52900: loss = 2.94539
Step 52905: loss = 2.70137
Step 52910: loss = 2.88243
Step 52915: loss = 2.63782
Step 52920: loss = 2.85571
Step 52925: loss = 2.82667
Step 52930: loss = 2.70525
Step 52935: loss = 2.82314
Step 52940: loss = 2.85635
Step 52945: loss = 3.09250
Step 52950: loss = 2.79352
Step 52955: loss = 2.68362
Step 52960: loss = 2.85369
Step 52965: loss = 2.62821
Step 52970: loss = 2.75947
Step 52975: loss = 2.88337
Step 52980: loss = 3.03671
Step 52985: loss = 2.86508
Step 52990: loss = 3.02993
Step 52995: loss = 3.07801
Step 53000: loss = 2.70433
Step 53005: loss = 2.74298
Step 53010: loss = 2.64981
Step 53015: loss = 2.96192
Step 53020: loss = 2.82833
Step 53025: loss = 2.92456
Step 53030: loss = 2.71761
Step 53035: loss = 2.59827
Step 53040: loss = 2.91574
Training Data Eval:
  Num examples: 49920, Num correct: 6836, Precision @ 1: 0.1369
('Testing Data Eval: EPOCH->', 137)
  Num examples: 9984, Num correct: 1431, Precision @ 1: 0.1433
Step 53045: loss = 2.86779
Step 53050: loss = 2.80703
Step 53055: loss = 2.76421
Step 53060: loss = 2.98905
Step 53065: loss = 2.87198
Step 53070: loss = 2.88915
Step 53075: loss = 2.66692
Step 53080: loss = 2.89978
Step 53085: loss = 2.81506
Step 53090: loss = 2.69943
Step 53095: loss = 2.71816
Step 53100: loss = 2.91867
Step 53105: loss = 2.98274
Step 53110: loss = 2.75988
Step 53115: loss = 2.69027
Step 53120: loss = 2.98862
Step 53125: loss = 2.78068
Step 53130: loss = 2.80923
Step 53135: loss = 2.84458
Step 53140: loss = 3.06492
Step 53145: loss = 2.99378
Step 53150: loss = 2.77070
Step 53155: loss = 2.61487
Step 53160: loss = 3.05683
Step 53165: loss = 2.58588
Step 53170: loss = 2.66327
Step 53175: loss = 2.66841
Step 53180: loss = 2.66170
Step 53185: loss = 2.92029
Step 53190: loss = 2.78109
Step 53195: loss = 2.83755
Step 53200: loss = 2.83015
Step 53205: loss = 2.77875
Step 53210: loss = 2.80399
Step 53215: loss = 2.73493
Step 53220: loss = 2.75259
Step 53225: loss = 2.88891
Step 53230: loss = 2.89358
Step 53235: loss = 2.67628
Step 53240: loss = 2.75274
Step 53245: loss = 2.95109
Step 53250: loss = 2.77143
Step 53255: loss = 2.75056
Step 53260: loss = 2.65091
Step 53265: loss = 2.71013
Step 53270: loss = 2.95359
Step 53275: loss = 2.84521
Step 53280: loss = 2.78076
Step 53285: loss = 2.77191
Step 53290: loss = 2.83729
Step 53295: loss = 2.92303
Step 53300: loss = 2.77854
Step 53305: loss = 2.75554
Step 53310: loss = 2.65325
Step 53315: loss = 2.78727
Step 53320: loss = 2.85365
Step 53325: loss = 2.63120
Step 53330: loss = 2.80054
Step 53335: loss = 2.93281
Step 53340: loss = 2.77191
Step 53345: loss = 2.82982
Step 53350: loss = 2.89745
Step 53355: loss = 2.88989
Step 53360: loss = 2.94081
Step 53365: loss = 2.82546
Step 53370: loss = 2.73740
Step 53375: loss = 2.78055
Step 53380: loss = 2.82817
Step 53385: loss = 2.80311
Step 53390: loss = 2.90868
Step 53395: loss = 2.63615
Step 53400: loss = 2.75647
Step 53405: loss = 2.87594
Step 53410: loss = 2.72811
Step 53415: loss = 2.90510
Step 53420: loss = 2.80910
Step 53425: loss = 2.77214
Step 53430: loss = 2.83008
Training Data Eval:
  Num examples: 49920, Num correct: 6655, Precision @ 1: 0.1333
('Testing Data Eval: EPOCH->', 138)
  Num examples: 9984, Num correct: 1300, Precision @ 1: 0.1302
Step 53435: loss = 2.80293
Step 53440: loss = 2.81047
Step 53445: loss = 2.85862
Step 53450: loss = 2.90243
Step 53455: loss = 2.76370
Step 53460: loss = 2.70364
Step 53465: loss = 2.92638
Step 53470: loss = 2.91559
Step 53475: loss = 2.68070
Step 53480: loss = 2.69442
Step 53485: loss = 2.76885
Step 53490: loss = 2.91848
Step 53495: loss = 2.90241
Step 53500: loss = 2.69210
Step 53505: loss = 2.74192
Step 53510: loss = 3.20963
Step 53515: loss = 2.75585
Step 53520: loss = 2.69831
Step 53525: loss = 2.84947
Step 53530: loss = 2.66929
