Student with multiple layers approach
Step 109600: loss = 0.07113
Step 109605: loss = 0.09726
Step 109610: loss = 0.12514
Step 109615: loss = 0.08423
Step 109620: loss = 0.07432
Step 109625: loss = 0.13932
Step 109630: loss = 0.08514
Step 109635: loss = 0.14001
Step 109640: loss = 0.05884
Step 109645: loss = 0.21988
Step 109650: loss = 0.13426
Step 109655: loss = 0.08715
Step 109660: loss = 0.09002
Step 109665: loss = 0.36232
Step 109670: loss = 0.15200
Step 109675: loss = 0.15903
Step 109680: loss = 0.26921
Step 109685: loss = 0.15736
Step 109690: loss = 0.15331
Step 109695: loss = 0.13611
Step 109700: loss = 0.04395
Step 109705: loss = 0.27994
Step 109710: loss = 0.09245
Step 109715: loss = 0.01872
Step 109720: loss = 0.09365
Step 109725: loss = 0.03693
Step 109730: loss = 0.01860
Step 109735: loss = 0.02498
Step 109740: loss = 0.13475
Step 109745: loss = 0.10051
Step 109750: loss = 0.01382
Step 109755: loss = 0.19865
Step 109760: loss = 0.08525
Step 109765: loss = 0.39329
Step 109770: loss = 0.12361
Step 109775: loss = 0.01798
Step 109780: loss = 0.21940
Step 109785: loss = 0.11799
Step 109790: loss = 0.16871
Step 109795: loss = 0.18615
Step 109800: loss = 0.19888
Step 109805: loss = 0.09495
Step 109810: loss = 0.03886
Step 109815: loss = 0.02251
Step 109820: loss = 0.08041
Step 109825: loss = 0.05569
Step 109830: loss = 0.13512
Step 109835: loss = 0.22888
Step 109840: loss = 0.03638
Step 109845: loss = 0.09625
Step 109850: loss = 0.11308
Step 109855: loss = 0.05852
Step 109860: loss = 0.15383
Step 109865: loss = 0.01692
Step 109870: loss = 0.16220
Step 109875: loss = 0.03418
Step 109880: loss = 0.06780
Step 109885: loss = 0.23282
Step 109890: loss = 0.09527
Step 109895: loss = 0.07676
Step 109900: loss = 0.07174
Step 109905: loss = 0.10762
Step 109910: loss = 0.16870
Step 109915: loss = 0.14011
Step 109920: loss = 0.04608
Step 109925: loss = 0.07460
Step 109930: loss = 0.20867
Step 109935: loss = 0.05464
Step 109940: loss = 0.09530
Step 109945: loss = 0.10229
Step 109950: loss = 0.17028
Step 109955: loss = 0.06238
Step 109960: loss = 0.19386
Step 109965: loss = 0.04666
Step 109970: loss = 0.07585
Step 109975: loss = 0.16229
Step 109980: loss = 0.14182
Step 109985: loss = 0.08557
Step 109990: loss = 0.07713
Step 109995: loss = 0.15140
Step 110000: loss = 0.14941
Training Data Eval:
  Num examples: 50000, Num correct: 48173, Precision @ 1: 0.9635
('Testing Data Eval: EPOCH->', 111)
  Num examples: 10000, Num correct: 7337, Precision @ 1: 0.7337
Step 110005: loss = 0.03300
Step 110010: loss = 0.06997
Step 110015: loss = 0.24546
Step 110020: loss = 0.14412
Step 110025: loss = 0.11104
Step 110030: loss = 0.07407
Step 110035: loss = 0.10873
Step 110040: loss = 0.02907
Step 110045: loss = 0.10845
Step 110050: loss = 0.04703
Step 110055: loss = 0.24438
Step 110060: loss = 0.02449
Step 110065: loss = 0.11804
Step 110070: loss = 0.01064
Step 110075: loss = 0.03729
Step 110080: loss = 0.16433
Step 110085: loss = 0.10912
Step 110090: loss = 0.14252
Step 110095: loss = 0.07006
Step 110100: loss = 0.04845
Step 110105: loss = 0.07804
Step 110110: loss = 0.21934
Step 110115: loss = 0.07609
Step 110120: loss = 0.01814
Step 110125: loss = 0.25856
Step 110130: loss = 0.15932
Step 110135: loss = 0.07612
Step 110140: loss = 0.01534
Step 110145: loss = 0.12403
Step 110150: loss = 0.08192
Step 110155: loss = 0.23637
Step 110160: loss = 0.04760
Step 110165: loss = 0.15452
Step 110170: loss = 0.09330
Step 110175: loss = 0.10134
Step 110180: loss = 0.12379
Step 110185: loss = 0.05201
Step 110190: loss = 0.14040
Step 110195: loss = 0.07499
Step 110200: loss = 0.06062
Step 110205: loss = 0.12009
Step 110210: loss = 0.10388
Step 110215: loss = 0.06205
Step 110220: loss = 0.05762
Step 110225: loss = 0.01823
Step 110230: loss = 0.01878
Step 110235: loss = 0.16548
Step 110240: loss = 0.16751
Step 110245: loss = 0.00944
Step 110250: loss = 0.07322
Step 110255: loss = 0.07576
Step 110260: loss = 0.05326
Step 110265: loss = 0.05092
Step 110270: loss = 0.13302
Step 110275: loss = 0.01506
Step 110280: loss = 0.14750
Step 110285: loss = 0.07158
Step 110290: loss = 0.08571
Step 110295: loss = 0.03125
Step 110300: loss = 0.13317
Step 110305: loss = 0.03141
Step 110310: loss = 0.02771
Step 110315: loss = 0.21904
Step 110320: loss = 0.03942
Step 110325: loss = 0.05893
Step 110330: loss = 0.31015
Step 110335: loss = 0.03960
Step 110340: loss = 0.04417
Step 110345: loss = 0.07136
Step 110350: loss = 0.08431
Step 110355: loss = 0.04600
Step 110360: loss = 0.21409
Step 110365: loss = 0.42700
Step 110370: loss = 0.21300
Step 110375: loss = 0.06693
Step 110380: loss = 0.05364
Step 110385: loss = 0.12858
Step 110390: loss = 0.01282
Step 110395: loss = 0.09478
Step 110400: loss = 0.12642
Step 110405: loss = 0.08393
Step 110410: loss = 0.00317
Step 110415: loss = 0.23512
Step 110420: loss = 0.17861
Step 110425: loss = 0.08061
Step 110430: loss = 0.03984
Step 110435: loss = 0.30047
Step 110440: loss = 0.19365
Step 110445: loss = 0.15797
Step 110450: loss = 0.09637
Step 110455: loss = 0.21246
Step 110460: loss = 0.05335
Step 110465: loss = 0.31846
Step 110470: loss = 0.11553
Step 110475: loss = 0.08075
Step 110480: loss = 0.04870
Step 110485: loss = 0.02574
Step 110490: loss = 0.03758
Step 110495: loss = 0.06253
Step 110500: loss = 0.06785
Step 110505: loss = 0.05899
Step 110510: loss = 0.01604
Step 110515: loss = 0.09372
Step 110520: loss = 0.05106
Step 110525: loss = 0.10843
Step 110530: loss = 0.09795
Step 110535: loss = 0.12940
Step 110540: loss = 0.07759
Step 110545: loss = 0.08333
Step 110550: loss = 0.04407
Step 110555: loss = 0.08225
Step 110560: loss = 0.14541
Step 110565: loss = 0.08995
Step 110570: loss = 0.18252
Step 110575: loss = 0.05673
Step 110580: loss = 0.02427
Step 110585: loss = 0.17530
Step 110590: loss = 0.06056
Step 110595: loss = 0.03740
Step 110600: loss = 0.18753
Step 110605: loss = 0.08548
Step 110610: loss = 0.01338
Step 110615: loss = 0.21330
Step 110620: loss = 0.11827
Step 110625: loss = 0.05056
Step 110630: loss = 0.18185
Step 110635: loss = 0.07065
Step 110640: loss = 0.06332
Step 110645: loss = 0.07525
Step 110650: loss = 0.02413
Step 110655: loss = 0.14847
Step 110660: loss = 0.06154
Step 110665: loss = 0.03653
Step 110670: loss = 0.11141
Step 110675: loss = 0.03651
Step 110680: loss = 0.06061
Step 110685: loss = 0.04923
Step 110690: loss = 0.02081
Step 110695: loss = 0.11502
Step 110700: loss = 0.01934
Step 110705: loss = 0.00994
Step 110710: loss = 0.08605
Step 110715: loss = 0.11241
Step 110720: loss = 0.15677
Step 110725: loss = 0.05148
Step 110730: loss = 0.08980
Step 110735: loss = 0.01676
Step 110740: loss = 0.13629
Step 110745: loss = 0.05124
Step 110750: loss = 0.25543
Step 110755: loss = 0.09214
Step 110760: loss = 0.04432
Step 110765: loss = 0.07068
Step 110770: loss = 0.17469
Step 110775: loss = 0.24647
Step 110780: loss = 0.03274
Step 110785: loss = 0.16936
Step 110790: loss = 0.02164
Step 110795: loss = 0.04522
Step 110800: loss = 0.14925
Step 110805: loss = 0.11800
Step 110810: loss = 0.18763
Step 110815: loss = 0.09085
Step 110820: loss = 0.13551
Step 110825: loss = 0.01335
Step 110830: loss = 0.03802
Step 110835: loss = 0.10646
Step 110840: loss = 0.11256
Step 110845: loss = 0.34886
Step 110850: loss = 0.14680
Step 110855: loss = 0.05618
Step 110860: loss = 0.01885
Step 110865: loss = 0.01900
Step 110870: loss = 0.04571
Step 110875: loss = 0.01386
Step 110880: loss = 0.03937
Step 110885: loss = 0.31046
Step 110890: loss = 0.13586
Step 110895: loss = 0.15755
Step 110900: loss = 0.14544
Step 110905: loss = 0.41889
Step 110910: loss = 0.30284
Step 110915: loss = 0.36831
Step 110920: loss = 0.09062
Step 110925: loss = 0.01110
Step 110930: loss = 0.35386
Step 110935: loss = 0.14154
Step 110940: loss = 0.13310
Step 110945: loss = 0.09837
Step 110950: loss = 0.05129
Step 110955: loss = 0.21004
Step 110960: loss = 0.08503
Step 110965: loss = 0.16388
Step 110970: loss = 0.09952
Step 110975: loss = 0.21992
Step 110980: loss = 0.23707
Step 110985: loss = 0.12549
Step 110990: loss = 0.13373
Step 110995: loss = 0.14924
Step 111000: loss = 0.11736
Training Data Eval:
  Num examples: 50000, Num correct: 48272, Precision @ 1: 0.9654
('Testing Data Eval: EPOCH->', 112)
  Num examples: 10000, Num correct: 7118, Precision @ 1: 0.7118
Step 111005: loss = 0.15433
Step 111010: loss = 0.11849
Step 111015: loss = 0.13165
Step 111020: loss = 0.03175
Step 111025: loss = 0.21174
Step 111030: loss = 0.09459
Step 111035: loss = 0.08564
Step 111040: loss = 0.13136
Step 111045: loss = 0.05225
Step 111050: loss = 0.03898
Step 111055: loss = 0.13713
Step 111060: loss = 0.06273
Step 111065: loss = 0.15435
Step 111070: loss = 0.05647
Step 111075: loss = 0.22326
Step 111080: loss = 0.02686
Step 111085: loss = 0.19907
Step 111090: loss = 0.01310
Step 111095: loss = 0.14379
Step 111100: loss = 0.06464
Step 111105: loss = 0.10920
Step 111110: loss = 0.20498
Step 111115: loss = 0.12305
Step 111120: loss = 0.23908
Step 111125: loss = 0.12190
Step 111130: loss = 0.10006
Step 111135: loss = 0.05762
Step 111140: loss = 0.02443
Step 111145: loss = 0.11321
Step 111150: loss = 0.06541
Step 111155: loss = 0.05072
Step 111160: loss = 0.22438
Step 111165: loss = 0.11310
Step 111170: loss = 0.14571
Step 111175: loss = 0.07046
Step 111180: loss = 0.06119
Step 111185: loss = 0.10546
Step 111190: loss = 0.06550
Step 111195: loss = 0.27286
Step 111200: loss = 0.03868
Step 111205: loss = 0.02870
Step 111210: loss = 0.06147
Step 111215: loss = 0.02221
Step 111220: loss = 0.02980
Step 111225: loss = 0.07367
Step 111230: loss = 0.10455
Step 111235: loss = 0.08082
Step 111240: loss = 0.08172
Step 111245: loss = 0.01079
Step 111250: loss = 0.15626
Step 111255: loss = 0.04247
Step 111260: loss = 0.13067
Step 111265: loss = 0.05005
Step 111270: loss = 0.05179
Step 111275: loss = 0.42408
Step 111280: loss = 0.04081
Step 111285: loss = 0.09577
Step 111290: loss = 0.05589
Step 111295: loss = 0.12146
Step 111300: loss = 0.04944
Step 111305: loss = 0.10427
Step 111310: loss = 0.16896
Step 111315: loss = 0.03802
Step 111320: loss = 0.05999
Step 111325: loss = 0.18062
Step 111330: loss = 0.14893
Step 111335: loss = 0.05669
Step 111340: loss = 0.02697
Step 111345: loss = 0.02705
Step 111350: loss = 0.09257
Step 111355: loss = 0.06764
Step 111360: loss = 0.03460
Step 111365: loss = 0.09538
Step 111370: loss = 0.30946
Step 111375: loss = 0.16584
Step 111380: loss = 0.33899
Step 111385: loss = 0.08752
Step 111390: loss = 0.03667
Step 111395: loss = 0.07788
Step 111400: loss = 0.13405
Step 111405: loss = 0.25220
Step 111410: loss = 0.20122
Step 111415: loss = 0.12134
Step 111420: loss = 0.06526
Step 111425: loss = 0.03576
Step 111430: loss = 0.00816
Step 111435: loss = 0.02697
Step 111440: loss = 0.09114
Step 111445: loss = 0.23814
Step 111450: loss = 0.30794
Step 111455: loss = 0.13791
Step 111460: loss = 0.01570
Step 111465: loss = 0.10551
Step 111470: loss = 0.04750
Step 111475: loss = 0.05223
Step 111480: loss = 0.04145
Step 111485: loss = 0.06654
Step 111490: loss = 0.05518
Step 111495: loss = 0.02712
Step 111500: loss = 0.03655
Step 111505: loss = 0.16790
Step 111510: loss = 0.09422
Step 111515: loss = 0.02443
Step 111520: loss = 0.23007
Step 111525: loss = 0.20095
Step 111530: loss = 0.08060
Step 111535: loss = 0.16529
Step 111540: loss = 0.07924
Step 111545: loss = 0.10812
Step 111550: loss = 0.10814
Step 111555: loss = 0.08093
Step 111560: loss = 0.13292
Step 111565: loss = 0.27428
Step 111570: loss = 0.14265
Step 111575: loss = 0.02985
Step 111580: loss = 0.23831
Step 111585: loss = 0.22694
Step 111590: loss = 0.03959
Step 111595: loss = 0.14110
Step 111600: loss = 0.05571
Step 111605: loss = 0.11345
Step 111610: loss = 0.09463
Step 111615: loss = 0.05427
Step 111620: loss = 0.06009
Step 111625: loss = 0.05227
Step 111630: loss = 0.23829
Step 111635: loss = 0.02219
Step 111640: loss = 0.08282
Step 111645: loss = 0.13367
Step 111650: loss = 0.37168
Step 111655: loss = 0.12313
Step 111660: loss = 0.06428
Step 111665: loss = 0.08478
Step 111670: loss = 0.10838
Step 111675: loss = 0.21569
Step 111680: loss = 0.09059
Step 111685: loss = 0.04242
Step 111690: loss = 0.11467
Step 111695: loss = 0.09476
Step 111700: loss = 0.10416
Step 111705: loss = 0.05255
Step 111710: loss = 0.04016
Step 111715: loss = 0.11010
Step 111720: loss = 0.19256
Step 111725: loss = 0.17272
Step 111730: loss = 0.13307
Step 111735: loss = 0.19951
Step 111740: loss = 0.12560
Step 111745: loss = 0.29173
Step 111750: loss = 0.18309
Step 111755: loss = 0.08124
Step 111760: loss = 0.13163
Step 111765: loss = 0.07821
Step 111770: loss = 0.37122
Step 111775: loss = 0.04848
Step 111780: loss = 0.20910
Step 111785: loss = 0.04694
Step 111790: loss = 0.13862
Step 111795: loss = 0.09553
Step 111800: loss = 0.11834
Step 111805: loss = 0.03339
Step 111810: loss = 0.14932
Step 111815: loss = 0.14983
Step 111820: loss = 0.03832
Step 111825: loss = 0.07822
Step 111830: loss = 0.19331
Step 111835: loss = 0.15432
Step 111840: loss = 0.12567
Step 111845: loss = 0.06036
Step 111850: loss = 0.03170
Step 111855: loss = 0.19911
Step 111860: loss = 0.13514
Step 111865: loss = 0.09113
Step 111870: loss = 0.06507
Step 111875: loss = 0.10754
Step 111880: loss = 0.12293
Step 111885: loss = 0.23390
Step 111890: loss = 0.09209
Step 111895: loss = 0.07515
Step 111900: loss = 0.02831
Step 111905: loss = 0.03518
Step 111910: loss = 0.21748
Step 111915: loss = 0.09861
Step 111920: loss = 0.07723
Step 111925: loss = 0.13071
Step 111930: loss = 0.12481
Step 111935: loss = 0.11933
Step 111940: loss = 0.03724
Step 111945: loss = 0.07280
Step 111950: loss = 0.14115
Step 111955: loss = 0.17024
Step 111960: loss = 0.11705
Step 111965: loss = 0.10570
Step 111970: loss = 0.05894
Step 111975: loss = 0.03537
Step 111980: loss = 0.06718
Step 111985: loss = 0.06144
Step 111990: loss = 0.07205
Step 111995: loss = 0.19131
Step 112000: loss = 0.10420
Training Data Eval:
  Num examples: 50000, Num correct: 48109, Precision @ 1: 0.9622
('Testing Data Eval: EPOCH->', 113)
  Num examples: 10000, Num correct: 7095, Precision @ 1: 0.7095
Step 112005: loss = 0.24574
Step 112010: loss = 0.09557
Step 112015: loss = 0.10704
Step 112020: loss = 0.19149
Step 112025: loss = 0.11013
Step 112030: loss = 0.08409
Step 112035: loss = 0.05209
Step 112040: loss = 0.18447
Step 112045: loss = 0.03394
Step 112050: loss = 0.11685
Step 112055: loss = 0.21343
Step 112060: loss = 0.13770
Step 112065: loss = 0.09632
Step 112070: loss = 0.04605
Step 112075: loss = 0.15711
Step 112080: loss = 0.03984
Step 112085: loss = 0.06963
Step 112090: loss = 0.05945
Step 112095: loss = 0.02287
Step 112100: loss = 0.07727
Step 112105: loss = 0.03758
Step 112110: loss = 0.06248
Step 112115: loss = 0.13061
Step 112120: loss = 0.16271
Step 112125: loss = 0.06422
Step 112130: loss = 0.05163
Step 112135: loss = 0.09514
Step 112140: loss = 0.02466
Step 112145: loss = 0.05659
Step 112150: loss = 0.07953
Step 112155: loss = 0.05330
Step 112160: loss = 0.11027
Step 112165: loss = 0.01754
Step 112170: loss = 0.02167
Step 112175: loss = 0.05416
Step 112180: loss = 0.03509
Step 112185: loss = 0.01015
Step 112190: loss = 0.18817
Step 112195: loss = 0.04697
Step 112200: loss = 0.02383
Step 112205: loss = 0.02554
Step 112210: loss = 0.16621
Step 112215: loss = 0.24929
Step 112220: loss = 0.03226
Step 112225: loss = 0.03458
Step 112230: loss = 0.02901
Step 112235: loss = 0.07195
Step 112240: loss = 0.07123
Step 112245: loss = 0.03372
Step 112250: loss = 0.09258
Step 112255: loss = 0.02969
Step 112260: loss = 0.07464
Step 112265: loss = 0.26769
Step 112270: loss = 0.34171
Step 112275: loss = 0.22535
Step 112280: loss = 0.01191
Step 112285: loss = 0.17867
Step 112290: loss = 0.20062
Step 112295: loss = 0.07843
Step 112300: loss = 0.06877
Step 112305: loss = 0.14477
Step 112310: loss = 0.05843
Step 112315: loss = 0.20160
Step 112320: loss = 0.05356
Step 112325: loss = 0.12654
Step 112330: loss = 0.07535
Step 112335: loss = 0.36263
Step 112340: loss = 0.19399
Step 112345: loss = 0.28092
Step 112350: loss = 0.01872
Step 112355: loss = 0.12171
Step 112360: loss = 0.09600
Step 112365: loss = 0.15937
Step 112370: loss = 0.21325
Step 112375: loss = 0.05104
Step 112380: loss = 0.08699
Step 112385: loss = 0.11055
Step 112390: loss = 0.08933
Step 112395: loss = 0.01473
Step 112400: loss = 0.07839
Step 112405: loss = 0.20779
Step 112410: loss = 0.13714
Step 112415: loss = 0.09411
Step 112420: loss = 0.23850
Step 112425: loss = 0.15742
Step 112430: loss = 0.11840
Step 112435: loss = 0.06614
Step 112440: loss = 0.18064
Step 112445: loss = 0.14745
Step 112450: loss = 0.11235
Step 112455: loss = 0.02600
Step 112460: loss = 0.06000
Step 112465: loss = 0.12575
Step 112470: loss = 0.02839
Step 112475: loss = 0.21800
Step 112480: loss = 0.14015
Step 112485: loss = 0.17458
Step 112490: loss = 0.02620
Step 112495: loss = 0.05562
Step 112500: loss = 0.04609
Step 112505: loss = 0.09103
Step 112510: loss = 0.24103
Step 112515: loss = 0.19603
Step 112520: loss = 0.10232
Step 112525: loss = 0.28836
Step 112530: loss = 0.17106
Step 112535: loss = 0.14692
Step 112540: loss = 0.02852
Step 112545: loss = 0.12548
Step 112550: loss = 0.03942
Step 112555: loss = 0.00992
Step 112560: loss = 0.22451
Step 112565: loss = 0.18868
Step 112570: loss = 0.08858
Step 112575: loss = 0.10226
Step 112580: loss = 0.09123
Step 112585: loss = 0.22107
Step 112590: loss = 0.08469
Step 112595: loss = 0.05200
Step 112600: loss = 0.01447
Step 112605: loss = 0.08541
Step 112610: loss = 0.08850
Step 112615: loss = 0.12950
Step 112620: loss = 0.26372
Step 112625: loss = 0.16369
Step 112630: loss = 0.12359
Step 112635: loss = 0.16491
Step 112640: loss = 0.44859
Step 112645: loss = 0.17387
Step 112650: loss = 0.15105
Step 112655: loss = 0.05989
Step 112660: loss = 0.19246
Step 112665: loss = 0.15983
Step 112670: loss = 0.13023
Step 112675: loss = 0.15692
Step 112680: loss = 0.04254
Step 112685: loss = 0.06022
Step 112690: loss = 0.11682
Step 112695: loss = 0.06677
Step 112700: loss = 0.10597
Step 112705: loss = 0.17494
Step 112710: loss = 0.09047
Step 112715: loss = 0.09943
Step 112720: loss = 0.10430
Step 112725: loss = 0.06649
Step 112730: loss = 0.07250
Step 112735: loss = 0.19200
Step 112740: loss = 0.04850
Step 112745: loss = 0.20452
Step 112750: loss = 0.04136
Step 112755: loss = 0.03385
Step 112760: loss = 0.13231
Step 112765: loss = 0.14752
Step 112770: loss = 0.16821
Step 112775: loss = 0.02024
Step 112780: loss = 0.14218
Step 112785: loss = 0.14269
Step 112790: loss = 0.10173
Step 112795: loss = 0.02839
Step 112800: loss = 0.04960
Step 112805: loss = 0.08618
Step 112810: loss = 0.03304
Step 112815: loss = 0.04175
Step 112820: loss = 0.09847
Step 112825: loss = 0.07072
Step 112830: loss = 0.18211
Step 112835: loss = 0.13083
Step 112840: loss = 0.03256
Step 112845: loss = 0.35458
Step 112850: loss = 0.07967
Step 112855: loss = 0.05662
Step 112860: loss = 0.25241
Step 112865: loss = 0.16039
Step 112870: loss = 0.01562
Step 112875: loss = 0.03419
Step 112880: loss = 0.12664
Step 112885: loss = 0.04388
Step 112890: loss = 0.16357
Step 112895: loss = 0.27389
Step 112900: loss = 0.33127
Step 112905: loss = 0.02875
Step 112910: loss = 0.19970
Step 112915: loss = 0.19122
Step 112920: loss = 0.10065
Step 112925: loss = 0.05397
Step 112930: loss = 0.08747
Step 112935: loss = 0.14537
Step 112940: loss = 0.06188
Step 112945: loss = 0.01819
Step 112950: loss = 0.06432
Step 112955: loss = 0.26072
Step 112960: loss = 0.05907
Step 112965: loss = 0.04008
Step 112970: loss = 0.09149
Step 112975: loss = 0.14797
Step 112980: loss = 0.08513
Step 112985: loss = 0.19008
Step 112990: loss = 0.26759
Step 112995: loss = 0.11291
Step 113000: loss = 0.07555
Training Data Eval:
  Num examples: 50000, Num correct: 48261, Precision @ 1: 0.9652
('Testing Data Eval: EPOCH->', 114)
  Num examples: 10000, Num correct: 7125, Precision @ 1: 0.7125
Step 113005: loss = 0.08800
Step 113010: loss = 0.16504
Step 113015: loss = 0.08963
Step 113020: loss = 0.08512
Step 113025: loss = 0.30672
Step 113030: loss = 0.10745
Step 113035: loss = 0.14040
Step 113040: loss = 0.22993
Step 113045: loss = 0.07334
Step 113050: loss = 0.00463
Step 113055: loss = 0.43673
Step 113060: loss = 0.06887
Step 113065: loss = 0.14305
Step 113070: loss = 0.07782
Step 113075: loss = 0.15245
Step 113080: loss = 0.06564
Step 113085: loss = 0.03763
Step 113090: loss = 0.10593
Step 113095: loss = 0.09955
Step 113100: loss = 0.25689
Step 113105: loss = 0.08633
Step 113110: loss = 0.09126
Step 113115: loss = 0.11569
Step 113120: loss = 0.08452
Step 113125: loss = 0.01974
Step 113130: loss = 0.02813
Step 113135: loss = 0.13125
Step 113140: loss = 0.09597
Step 113145: loss = 0.10295
Step 113150: loss = 0.04203
Step 113155: loss = 0.13324
Step 113160: loss = 0.16081
Step 113165: loss = 0.13648
Step 113170: loss = 0.02222
Step 113175: loss = 0.02168
Step 113180: loss = 0.01414
Step 113185: loss = 0.22776
Step 113190: loss = 0.09164
Step 113195: loss = 0.08432
Step 113200: loss = 0.19229
Step 113205: loss = 0.03650
Step 113210: loss = 0.02687
Step 113215: loss = 0.12848
Step 113220: loss = 0.14739
Step 113225: loss = 0.12144
Step 113230: loss = 0.08306
Step 113235: loss = 0.13286
Step 113240: loss = 0.03807
Step 113245: loss = 0.09063
Step 113250: loss = 0.04587
Step 113255: loss = 0.16684
Step 113260: loss = 0.07514
Step 113265: loss = 0.08419
Step 113270: loss = 0.09187
Step 113275: loss = 0.12784
Step 113280: loss = 0.09935
Step 113285: loss = 0.10570
Step 113290: loss = 0.05973
Step 113295: loss = 0.11768
Step 113300: loss = 0.04932
Step 113305: loss = 0.15807
Step 113310: loss = 0.02557
Step 113315: loss = 0.02008
Step 113320: loss = 0.07411
Step 113325: loss = 0.01354
Step 113330: loss = 0.11846
Step 113335: loss = 0.03297
Step 113340: loss = 0.25924
Step 113345: loss = 0.20590
Step 113350: loss = 0.18826
Step 113355: loss = 0.25095
Step 113360: loss = 0.07753
Step 113365: loss = 0.06432
Step 113370: loss = 0.03955
Step 113375: loss = 0.01695
Step 113380: loss = 0.14387
Step 113385: loss = 0.20787
Step 113390: loss = 0.07389
Step 113395: loss = 0.09241
Step 113400: loss = 0.06033
Step 113405: loss = 0.02936
Step 113410: loss = 0.02706
Step 113415: loss = 0.28993
Step 113420: loss = 0.15977
Step 113425: loss = 0.04364
Step 113430: loss = 0.14463
Step 113435: loss = 0.07091
Step 113440: loss = 0.12742
Step 113445: loss = 0.23382
Step 113450: loss = 0.08378
Step 113455: loss = 0.01718
Step 113460: loss = 0.21840
Step 113465: loss = 0.05751
Step 113470: loss = 0.10979
Step 113475: loss = 0.23913
Step 113480: loss = 0.05780
Step 113485: loss = 0.07834
Step 113490: loss = 0.06779
Step 113495: loss = 0.11976
Step 113500: loss = 0.09015
Step 113505: loss = 0.23185
Step 113510: loss = 0.24406
Step 113515: loss = 0.29302
Step 113520: loss = 0.03155
Step 113525: loss = 0.12968
Step 113530: loss = 0.06025
Step 113535: loss = 0.27777
Step 113540: loss = 0.46479
Step 113545: loss = 0.29346
Step 113550: loss = 0.12034
Step 113555: loss = 0.18094
Step 113560: loss = 0.16618
Step 113565: loss = 0.09210
Step 113570: loss = 0.20129
Step 113575: loss = 0.08446
Step 113580: loss = 0.10117
Step 113585: loss = 0.24246
Step 113590: loss = 0.31128
Step 113595: loss = 0.29500
Step 113600: loss = 0.04860
Step 113605: loss = 0.04709
Step 113610: loss = 0.05885
Step 113615: loss = 0.09513
Step 113620: loss = 0.11340
Step 113625: loss = 0.12623
Step 113630: loss = 0.03040
Step 113635: loss = 0.07352
Step 113640: loss = 0.20935
Step 113645: loss = 0.29517
Step 113650: loss = 0.08865
Step 113655: loss = 0.20825
Step 113660: loss = 0.12202
Step 113665: loss = 0.06249
Step 113670: loss = 0.15765
Step 113675: loss = 0.07709
Step 113680: loss = 0.17858
Step 113685: loss = 0.13982
Step 113690: loss = 0.12530
Step 113695: loss = 0.06374
Step 113700: loss = 0.81936
Step 113705: loss = 0.09924
Step 113710: loss = 0.05354
Step 113715: loss = 0.13370
Step 113720: loss = 0.04854
Step 113725: loss = 0.06299
Step 113730: loss = 0.11642
Step 113735: loss = 0.07511
Step 113740: loss = 0.07264
Step 113745: loss = 0.08999
Step 113750: loss = 0.09150
Step 113755: loss = 0.09896
Step 113760: loss = 0.05388
Step 113765: loss = 0.11444
Step 113770: loss = 0.19678
Step 113775: loss = 0.03003
Step 113780: loss = 0.13524
Step 113785: loss = 0.15692
Step 113790: loss = 0.07561
Step 113795: loss = 0.42160
Step 113800: loss = 0.13423
Step 113805: loss = 0.16124
Step 113810: loss = 0.06031
Step 113815: loss = 0.12420
Step 113820: loss = 0.32312
Step 113825: loss = 0.12801
Step 113830: loss = 0.17638
Step 113835: loss = 0.01692
Step 113840: loss = 0.03861
Step 113845: loss = 0.04846
Step 113850: loss = 0.02086
Step 113855: loss = 0.05019
Step 113860: loss = 0.09865
Step 113865: loss = 0.08757
Step 113870: loss = 0.13119
Step 113875: loss = 0.02046
Step 113880: loss = 0.12016
Step 113885: loss = 0.06637
Step 113890: loss = 0.02564
Step 113895: loss = 0.18217
Step 113900: loss = 0.13270
Step 113905: loss = 0.15766
Step 113910: loss = 0.03463
Step 113915: loss = 0.14847
Step 113920: loss = 0.23688
Step 113925: loss = 0.12245
Step 113930: loss = 0.04181
Step 113935: loss = 0.25751
Step 113940: loss = 0.13231
Step 113945: loss = 0.01999
Step 113950: loss = 0.14400
Step 113955: loss = 0.06174
Step 113960: loss = 0.01619
Step 113965: loss = 0.07227
Step 113970: loss = 0.11857
Step 113975: loss = 0.23465
Step 113980: loss = 0.02130
Step 113985: loss = 0.08266
Step 113990: loss = 0.22970
Step 113995: loss = 0.09693
Step 114000: loss = 0.20369
Training Data Eval:
  Num examples: 50000, Num correct: 48150, Precision @ 1: 0.9630
('Testing Data Eval: EPOCH->', 115)
  Num examples: 10000, Num correct: 7191, Precision @ 1: 0.7191
Step 114005: loss = 0.07422
Step 114010: loss = 0.20158
Step 114015: loss = 0.11128
Step 114020: loss = 0.18170
Step 114025: loss = 0.07504
Step 114030: loss = 0.07855
Step 114035: loss = 0.15896
Step 114040: loss = 0.03902
Step 114045: loss = 0.05075
Step 114050: loss = 0.07796
Step 114055: loss = 0.13435
Step 114060: loss = 0.06007
Step 114065: loss = 0.00685
Step 114070: loss = 0.02860
Step 114075: loss = 0.15426
Step 114080: loss = 0.08071
Step 114085: loss = 0.12747
Step 114090: loss = 0.10403
Step 114095: loss = 0.28423
